"date","tau","K","call_option_price","S","r","put_option_price"
"2014-01-14",17,1825,24.6,1838.88,0.0018,11.5
"2014-01-14",17,1830,21.2,1838.88,0.0018,13.2
"2014-01-14",17,1835,18.1,1838.88,0.0018,15
"2014-01-14",17,1840,15.2,1838.88,0.0018,17.15
"2014-01-14",17,1845,12.5,1838.88,0.0018,19.6
"2014-01-14",17,1850,10.2,1838.88,0.0018,22.2
"2014-01-14",17,1855,8.1,1838.88,0.0018,25.2
"2014-01-14",17,1860,6.3,1838.88,0.0018,28.3
"2014-01-14",17,1865,4.85,1838.88,0.0018,31.8
"2014-01-14",17,1870,3.6,1838.88,0.0018,35.6
"2014-01-14",17,1875,2.65,1838.88,0.0018,39.55
"2014-01-14",17,1880,1.9,1838.88,0.0018,43.85
"2014-01-14",31,1745,95.8,1838.88,0.0016,4.9
"2014-01-14",31,1750,91.15,1838.88,0.0016,5.2
"2014-01-14",31,1755,86.55,1838.88,0.0016,5.7
"2014-01-14",31,1760,82,1838.88,0.0016,6.1
"2014-01-14",31,1765,77.5,1838.88,0.0016,6.65
"2014-01-14",31,1770,73.05,1838.88,0.0016,7.2
"2014-01-14",31,1775,68.65,1838.88,0.0016,7.8
"2014-01-14",31,1780,64.3,1838.88,0.0016,8.45
"2014-01-14",31,1785,59.95,1838.88,0.0016,9.25
"2014-01-14",31,1790,55.8,1838.88,0.0016,10.05
"2014-01-14",31,1795,51.8,1838.88,0.0016,10.95
"2014-01-14",31,1800,47.75,1838.88,0.0016,11.95
"2014-01-14",31,1805,43.85,1838.88,0.0016,13.05
"2014-01-14",31,1810,40.15,1838.88,0.0016,14.3
"2014-01-14",31,1815,36.55,1838.88,0.0016,15.65
"2014-01-14",31,1820,32.95,1838.88,0.0016,17.15
"2014-01-14",31,1825,29.65,1838.88,0.0016,18.75
"2014-01-14",31,1830,26.45,1838.88,0.0016,20.5
"2014-01-14",31,1835,23.4,1838.88,0.0016,22.4
"2014-01-14",31,1840,20.5,1838.88,0.0016,24.75
"2014-01-14",31,1845,17.85,1838.88,0.0016,27.1
"2014-01-14",31,1850,15.35,1838.88,0.0016,29.65
"2014-01-14",31,1855,13.05,1838.88,0.0016,32.4
"2014-01-14",31,1860,11,1838.88,0.0016,35.25
"2014-01-14",31,1865,9.15,1838.88,0.0016,38.4
"2014-01-14",31,1870,7.5,1838.88,0.0016,41.75
"2014-01-14",31,1875,6.1,1838.88,0.0016,45.35
"2014-01-14",31,1880,4.9,1838.88,0.0016,49.2
"2014-01-14",31,1885,3.9,1838.88,0.0016,53
"2014-01-14",31,1890,3.1,1838.88,0.0016,57.25
"2014-01-14",31,1895,2.4,1838.88,0.0016,61.45
"2014-01-14",31,1900,1.875,1838.88,0.0016,65.85
"2014-01-15",16,1750,98.65,1848.38,0.0018,1.425
"2014-01-15",16,1755,93.7,1848.38,0.0018,1.525
"2014-01-15",16,1760,88.7,1848.38,0.0018,1.675
"2014-01-15",16,1765,83.9,1848.38,0.0018,1.875
"2014-01-15",16,1770,79.1,1848.38,0.0018,2.075
"2014-01-15",16,1775,74.5,1848.38,0.0018,2.325
"2014-01-15",16,1780,69.8,1848.38,0.0018,2.6
"2014-01-15",16,1785,65.05,1848.38,0.0018,2.975
"2014-01-15",16,1790,60.7,1848.38,0.0018,3.3
"2014-01-15",16,1795,56.05,1848.38,0.0018,3.8
"2014-01-15",16,1800,51.55,1848.38,0.0018,4.3
"2014-01-15",16,1805,47.15,1848.38,0.0018,4.9
"2014-01-15",16,1810,42.85,1848.38,0.0018,5.6
"2014-01-15",16,1815,38.6,1848.38,0.0018,6.4
"2014-01-15",16,1820,34.5,1848.38,0.0018,7.35
"2014-01-15",16,1825,30.6,1848.38,0.0018,8.4
"2014-01-15",16,1830,26.9,1848.38,0.0018,9.65
"2014-01-15",16,1835,23.55,1848.38,0.0018,11.1
"2014-01-15",16,1840,19.9,1848.38,0.0018,12.8
"2014-01-15",16,1845,16.85,1848.38,0.0018,14.65
"2014-01-15",16,1850,14,1848.38,0.0018,16.8
"2014-01-15",16,1855,11.5,1848.38,0.0018,19.2
"2014-01-15",16,1860,9.2,1848.38,0.0018,21.8
"2014-01-15",16,1865,7.25,1848.38,0.0018,24.8
"2014-01-15",16,1870,5.55,1848.38,0.0018,28.1
"2014-01-15",16,1875,4.2,1848.38,0.0018,31.5
"2014-01-15",16,1880,3.1,1848.38,0.0018,35.4
"2014-01-15",16,1885,2.3,1848.38,0.0018,39.85
"2014-01-15",16,1890,1.65,1848.38,0.0018,44.25
"2014-01-15",38,1750,99.9,1848.38,0.0017,5.75
"2014-01-15",38,1755,95.1,1848.38,0.0017,6.3
"2014-01-15",38,1760,90.5,1848.38,0.0017,6.8
"2014-01-15",38,1765,86.25,1848.38,0.0017,7.25
"2014-01-15",38,1770,81.6,1848.38,0.0017,7.85
"2014-01-15",38,1775,77.35,1848.38,0.0017,8.35
"2014-01-15",38,1780,72.85,1848.38,0.0017,9.15
"2014-01-15",38,1785,68.8,1848.38,0.0017,9.65
"2014-01-15",38,1790,64.55,1848.38,0.0017,10.4
"2014-01-15",38,1795,60.35,1848.38,0.0017,11.25
"2014-01-15",38,1800,56.25,1848.38,0.0017,12.2
"2014-01-15",38,1805,52.3,1848.38,0.0017,13.15
"2014-01-15",38,1810,48.5,1848.38,0.0017,14.2
"2014-01-15",38,1815,44.65,1848.38,0.0017,15.4
"2014-01-15",38,1820,40.95,1848.38,0.0017,16.7
"2014-01-15",38,1825,37.4,1848.38,0.0017,18.2
"2014-01-15",38,1830,33.9,1848.38,0.0017,19.7
"2014-01-15",38,1835,30.55,1848.38,0.0017,21.35
"2014-01-15",38,1840,27.4,1848.38,0.0017,23.15
"2014-01-15",38,1845,24.45,1848.38,0.0017,25.1
"2014-01-15",38,1850,21.3,1848.38,0.0017,27.35
"2014-01-15",38,1855,18.9,1848.38,0.0017,29.7
"2014-01-15",38,1860,16.4,1848.38,0.0017,32.2
"2014-01-15",38,1865,14.15,1848.38,0.0017,34.95
"2014-01-15",38,1870,12.1,1848.38,0.0017,37.85
"2014-01-15",38,1875,10.25,1848.38,0.0017,41.1
"2014-01-15",38,1880,8.55,1848.38,0.0017,44.45
"2014-01-15",38,1885,7.05,1848.38,0.0017,48
"2014-01-15",38,1890,5.8,1848.38,0.0017,51.85
"2014-01-15",38,1895,4.6,1848.38,0.0017,55.95
"2014-01-15",38,1900,3.8,1848.38,0.0017,59.9
"2014-01-15",38,1905,3.175,1848.38,0.0017,64.3
"2014-01-15",38,1910,2.525,1848.38,0.0017,68.5
"2014-01-15",38,1915,2.025,1848.38,0.0017,73
"2014-01-15",38,1920,1.6,1848.38,0.0017,77.6
"2014-01-16",15,1750,96.6,1845.89,0.0018,1.525
"2014-01-16",15,1755,91.75,1845.89,0.0018,1.625
"2014-01-16",15,1760,86.95,1845.89,0.0018,1.775
"2014-01-16",15,1765,81.9,1845.89,0.0018,1.975
"2014-01-16",15,1770,77.15,1845.89,0.0018,2.175
"2014-01-16",15,1775,72.35,1845.89,0.0018,2.4
"2014-01-16",15,1780,67.65,1845.89,0.0018,2.675
"2014-01-16",15,1785,62.95,1845.89,0.0018,3.025
"2014-01-16",15,1790,58.3,1845.89,0.0018,3.4
"2014-01-16",15,1795,53.55,1845.89,0.0018,3.8
"2014-01-16",15,1800,49.15,1845.89,0.0018,4.3
"2014-01-16",15,1805,44.75,1845.89,0.0018,4.9
"2014-01-16",15,1810,40.45,1845.89,0.0018,5.6
"2014-01-16",15,1815,36.3,1845.89,0.0018,6.4
"2014-01-16",15,1820,32.2,1845.89,0.0018,7.3
"2014-01-16",15,1825,28.35,1845.89,0.0018,8.4
"2014-01-16",15,1830,24.6,1845.89,0.0018,9.7
"2014-01-16",15,1835,21.25,1845.89,0.0018,11.15
"2014-01-16",15,1840,17.85,1845.89,0.0018,12.9
"2014-01-16",15,1845,14.85,1845.89,0.0018,14.9
"2014-01-16",15,1850,12.1,1845.89,0.0018,17.1
"2014-01-16",15,1855,9.7,1845.89,0.0018,19.85
"2014-01-16",15,1860,7.5,1845.89,0.0018,22.7
"2014-01-16",15,1865,5.75,1845.89,0.0018,25.9
"2014-01-16",15,1870,4.25,1845.89,0.0018,29.5
"2014-01-16",15,1875,3.1,1845.89,0.0018,33.35
"2014-01-16",15,1880,2.2,1845.89,0.0018,37.35
"2014-01-16",15,1885,1.55,1845.89,0.0018,41.7
"2014-01-16",37,1750,97.85,1845.89,0.0017,6.25
"2014-01-16",37,1755,93.05,1845.89,0.0017,6.55
"2014-01-16",37,1760,88.55,1845.89,0.0017,6.95
"2014-01-16",37,1765,84.15,1845.89,0.0017,7.45
"2014-01-16",37,1770,79.8,1845.89,0.0017,8.05
"2014-01-16",37,1775,75.2,1845.89,0.0017,8.55
"2014-01-16",37,1780,70.75,1845.89,0.0017,9.3
"2014-01-16",37,1785,66.3,1845.89,0.0017,10
"2014-01-16",37,1790,62.3,1845.89,0.0017,10.8
"2014-01-16",37,1795,57.95,1845.89,0.0017,11.6
"2014-01-16",37,1800,53.85,1845.89,0.0017,12.5
"2014-01-16",37,1805,49.9,1845.89,0.0017,13.55
"2014-01-16",37,1810,46.2,1845.89,0.0017,14.65
"2014-01-16",37,1815,42.2,1845.89,0.0017,15.9
"2014-01-16",37,1820,38.6,1845.89,0.0017,17.05
"2014-01-16",37,1825,35.1,1845.89,0.0017,18.7
"2014-01-16",37,1830,31.5,1845.89,0.0017,20.3
"2014-01-16",37,1835,28.25,1845.89,0.0017,21.9
"2014-01-16",37,1840,25.3,1845.89,0.0017,23.85
"2014-01-16",37,1845,22.25,1845.89,0.0017,26
"2014-01-16",37,1850,19.55,1845.89,0.0017,28.2
"2014-01-16",37,1855,17,1845.89,0.0017,30.65
"2014-01-16",37,1860,14.6,1845.89,0.0017,33.3
"2014-01-16",37,1865,12.25,1845.89,0.0017,36.1
"2014-01-16",37,1870,10.5,1845.89,0.0017,39.1
"2014-01-16",37,1875,8.75,1845.89,0.0017,42.35
"2014-01-16",37,1880,7.4,1845.89,0.0017,45.85
"2014-01-16",37,1885,6,1845.89,0.0017,49.15
"2014-01-16",37,1890,4.9,1845.89,0.0017,53.05
"2014-01-16",37,1895,3.9,1845.89,0.0017,57.2
"2014-01-16",37,1900,3.125,1845.89,0.0017,61.5
"2014-01-16",37,1905,2.45,1845.89,0.0017,65.65
"2014-01-16",37,1910,1.8,1845.89,0.0017,70.1
"2014-01-16",37,1915,1.525,1845.89,0.0017,74.7
"2014-01-17",14,1740,99.1,1838.7,0.0017,1.55
"2014-01-17",14,1745,94.2,1838.7,0.0017,1.65
"2014-01-17",14,1750,89.3,1838.7,0.0017,1.8
"2014-01-17",14,1755,84.2,1838.7,0.0017,1.925
"2014-01-17",14,1760,79.6,1838.7,0.0017,2.075
"2014-01-17",14,1765,74.8,1838.7,0.0017,2.275
"2014-01-17",14,1770,70,1838.7,0.0017,2.525
"2014-01-17",14,1775,65.05,1838.7,0.0017,2.8
"2014-01-17",14,1780,60.35,1838.7,0.0017,3.1
"2014-01-17",14,1785,55.9,1838.7,0.0017,3.45
"2014-01-17",14,1790,51.15,1838.7,0.0017,3.9
"2014-01-17",14,1795,46.65,1838.7,0.0017,4.4
"2014-01-17",14,1800,42.25,1838.7,0.0017,5.05
"2014-01-17",14,1805,38.05,1838.7,0.0017,5.75
"2014-01-17",14,1810,33.85,1838.7,0.0017,6.6
"2014-01-17",14,1815,29.8,1838.7,0.0017,7.5
"2014-01-17",14,1820,25.95,1838.7,0.0017,8.75
"2014-01-17",14,1825,22.25,1838.7,0.0017,10.05
"2014-01-17",14,1830,18.8,1838.7,0.0017,11.65
"2014-01-17",14,1835,15.6,1838.7,0.0017,13.4
"2014-01-17",14,1840,12.65,1838.7,0.0017,15.4
"2014-01-17",14,1845,10.1,1838.7,0.0017,17.9
"2014-01-17",14,1850,7.8,1838.7,0.0017,20.35
"2014-01-17",14,1855,5.85,1838.7,0.0017,23.45
"2014-01-17",14,1860,4.35,1838.7,0.0017,26.8
"2014-01-17",14,1865,3,1838.7,0.0017,30.55
"2014-01-17",14,1870,2.075,1838.7,0.0017,34.6
"2014-01-17",36,1745,95.4,1838.7,0.0017,6.15
"2014-01-17",36,1750,90.85,1838.7,0.0017,6.85
"2014-01-17",36,1755,86.15,1838.7,0.0017,7.1
"2014-01-17",36,1760,81.75,1838.7,0.0017,7.5
"2014-01-17",36,1765,77.1,1838.7,0.0017,8
"2014-01-17",36,1770,72.8,1838.7,0.0017,8.55
"2014-01-17",36,1775,68.05,1838.7,0.0017,9.25
"2014-01-17",36,1780,63.8,1838.7,0.0017,9.95
"2014-01-17",36,1785,59.5,1838.7,0.0017,10.75
"2014-01-17",36,1790,55.45,1838.7,0.0017,11.6
"2014-01-17",36,1795,51.35,1838.7,0.0017,12.5
"2014-01-17",36,1800,47.35,1838.7,0.0017,13.5
"2014-01-17",36,1805,43.35,1838.7,0.0017,14.6
"2014-01-17",36,1810,39.65,1838.7,0.0017,15.9
"2014-01-17",36,1815,36,1838.7,0.0017,17.3
"2014-01-17",36,1820,32.5,1838.7,0.0017,18.75
"2014-01-17",36,1825,29.1,1838.7,0.0017,20.3
"2014-01-17",36,1830,25.85,1838.7,0.0017,22.2
"2014-01-17",36,1835,22.85,1838.7,0.0017,24.15
"2014-01-17",36,1840,20.3,1838.7,0.0017,26.2
"2014-01-17",36,1845,17.35,1838.7,0.0017,28.55
"2014-01-17",36,1850,14.9,1838.7,0.0017,31.05
"2014-01-17",36,1855,12.7,1838.7,0.0017,33.8
"2014-01-17",36,1860,10.65,1838.7,0.0017,36.9
"2014-01-17",36,1865,8.85,1838.7,0.0017,39.85
"2014-01-17",36,1870,7.25,1838.7,0.0017,43.35
"2014-01-17",36,1875,5.85,1838.7,0.0017,46.55
"2014-01-17",36,1880,4.7,1838.7,0.0017,50.3
"2014-01-17",36,1885,3.7,1838.7,0.0017,54.3
"2014-01-17",36,1890,2.95,1838.7,0.0017,58.5
"2014-01-17",36,1895,2.275,1838.7,0.0017,63.1
"2014-01-17",36,1900,1.8,1838.7,0.0017,67.6
"2014-01-21",17,1765,78.9,1843.8,0.0018,3.025
"2014-01-21",17,1770,74.2,1843.8,0.0018,3.3
"2014-01-21",17,1775,69.6,1843.8,0.0018,3.6
"2014-01-21",17,1780,64.95,1843.8,0.0018,4
"2014-01-21",17,1785,60.45,1843.8,0.0018,4.4
"2014-01-21",17,1790,55.9,1843.8,0.0018,4.9
"2014-01-21",17,1795,51.45,1843.8,0.0018,5.45
"2014-01-21",17,1800,47.15,1843.8,0.0018,6.1
"2014-01-21",17,1805,43,1843.8,0.0018,6.85
"2014-01-21",17,1810,38.75,1843.8,0.0018,7.65
"2014-01-21",17,1815,34.8,1843.8,0.0018,8.65
"2014-01-21",17,1820,30.95,1843.8,0.0018,9.8
"2014-01-21",17,1825,27.3,1843.8,0.0018,11.05
"2014-01-21",17,1830,23.4,1843.8,0.0018,12.5
"2014-01-21",17,1835,20.05,1843.8,0.0018,14.15
"2014-01-21",17,1840,17.05,1843.8,0.0018,16.15
"2014-01-21",17,1845,14.15,1843.8,0.0018,18.25
"2014-01-21",17,1850,11.6,1843.8,0.0018,20.6
"2014-01-21",17,1855,9.3,1843.8,0.0018,22.95
"2014-01-21",17,1860,7.25,1843.8,0.0018,26.15
"2014-01-21",17,1865,5.55,1843.8,0.0018,29.45
"2014-01-21",17,1870,4.1,1843.8,0.0018,33.15
"2014-01-21",17,1875,2.925,1843.8,0.0018,37
"2014-01-21",17,1880,2.075,1843.8,0.0018,41.3
"2014-01-21",32,1750,94.05,1843.8,0.0016,5.35
"2014-01-21",32,1755,89.2,1843.8,0.0016,5.6
"2014-01-21",32,1760,84.6,1843.8,0.0016,6
"2014-01-21",32,1765,80.25,1843.8,0.0016,6.45
"2014-01-21",32,1770,75.55,1843.8,0.0016,6.95
"2014-01-21",32,1775,71.3,1843.8,0.0016,7.45
"2014-01-21",32,1780,66.7,1843.8,0.0016,8.15
"2014-01-21",32,1785,62.75,1843.8,0.0016,8.65
"2014-01-21",32,1790,58.45,1843.8,0.0016,9.35
"2014-01-21",32,1795,54.25,1843.8,0.0016,10.1
"2014-01-21",32,1800,50.2,1843.8,0.0016,11
"2014-01-21",32,1805,46.05,1843.8,0.0016,11.95
"2014-01-21",32,1810,42.35,1843.8,0.0016,13.1
"2014-01-21",32,1815,38.45,1843.8,0.0016,14.25
"2014-01-21",32,1820,34.85,1843.8,0.0016,15.65
"2014-01-21",32,1825,31.25,1843.8,0.0016,17.1
"2014-01-21",32,1830,27.85,1843.8,0.0016,18.7
"2014-01-21",32,1835,24.65,1843.8,0.0016,20.6
"2014-01-21",32,1840,21.55,1843.8,0.0016,22.35
"2014-01-21",32,1845,18.75,1843.8,0.0016,24.55
"2014-01-21",32,1850,15.75,1843.8,0.0016,26.9
"2014-01-21",32,1855,13.65,1843.8,0.0016,29.5
"2014-01-21",32,1860,11.4,1843.8,0.0016,32.25
"2014-01-21",32,1865,9.4,1843.8,0.0016,35.45
"2014-01-21",32,1870,7.7,1843.8,0.0016,38.75
"2014-01-21",32,1875,6.35,1843.8,0.0016,42.15
"2014-01-21",32,1880,4.9,1843.8,0.0016,46.05
"2014-01-21",32,1885,3.7,1843.8,0.0016,50.2
"2014-01-21",32,1890,3,1843.8,0.0016,54.1
"2014-01-21",32,1895,2.225,1843.8,0.0016,58.45
"2014-01-21",32,1900,1.775,1843.8,0.0016,62.9
"2014-01-22",16,1750,96,1844.86,0.0018,2
"2014-01-22",16,1755,91.45,1844.86,0.0018,2.175
"2014-01-22",16,1760,86.45,1844.86,0.0018,2.35
"2014-01-22",16,1765,81.7,1844.86,0.0018,2.575
"2014-01-22",16,1770,76.95,1844.86,0.0018,2.825
"2014-01-22",16,1775,72.05,1844.86,0.0018,3.1
"2014-01-22",16,1780,67.4,1844.86,0.0018,3.4
"2014-01-22",16,1785,62.75,1844.86,0.0018,3.7
"2014-01-22",16,1790,58.9,1844.86,0.0018,4.2
"2014-01-22",16,1795,54.05,1844.86,0.0018,4.65
"2014-01-22",16,1800,49.6,1844.86,0.0018,5.2
"2014-01-22",16,1805,45.2,1844.86,0.0018,5.85
"2014-01-22",16,1810,41,1844.86,0.0018,6.65
"2014-01-22",16,1815,36.95,1844.86,0.0018,7.45
"2014-01-22",16,1820,32.9,1844.86,0.0018,8.45
"2014-01-22",16,1825,29.1,1844.86,0.0018,9.7
"2014-01-22",16,1830,25.25,1844.86,0.0018,11
"2014-01-22",16,1835,21.65,1844.86,0.0018,12.45
"2014-01-22",16,1840,18.45,1844.86,0.0018,14.2
"2014-01-22",16,1845,15.45,1844.86,0.0018,16.2
"2014-01-22",16,1850,12.7,1844.86,0.0018,18.4
"2014-01-22",16,1855,10.2,1844.86,0.0018,20.7
"2014-01-22",16,1860,8.05,1844.86,0.0018,23.5
"2014-01-22",16,1865,6.15,1844.86,0.0018,26.6
"2014-01-22",16,1870,4.6,1844.86,0.0018,30.15
"2014-01-22",16,1875,3.35,1844.86,0.0018,33.75
"2014-01-22",16,1880,2.35,1844.86,0.0018,37.6
"2014-01-22",16,1885,1.65,1844.86,0.0018,41.9
"2014-01-22",31,1750,96.7,1844.86,0.0016,4.8
"2014-01-22",31,1755,92,1844.86,0.0016,5.05
"2014-01-22",31,1760,87.6,1844.86,0.0016,5.4
"2014-01-22",31,1765,82.75,1844.86,0.0016,5.85
"2014-01-22",31,1770,78.2,1844.86,0.0016,6.25
"2014-01-22",31,1775,73.65,1844.86,0.0016,6.9
"2014-01-22",31,1780,69.25,1844.86,0.0016,7.25
"2014-01-22",31,1785,64.8,1844.86,0.0016,7.85
"2014-01-22",31,1790,60.7,1844.86,0.0016,8.55
"2014-01-22",31,1795,56.4,1844.86,0.0016,9.25
"2014-01-22",31,1800,52.25,1844.86,0.0016,10.2
"2014-01-22",31,1805,48.15,1844.86,0.0016,10.95
"2014-01-22",31,1810,44.1,1844.86,0.0016,11.95
"2014-01-22",31,1815,40.3,1844.86,0.0016,13.3
"2014-01-22",31,1820,36.6,1844.86,0.0016,14.4
"2014-01-22",31,1825,32.9,1844.86,0.0016,15.7
"2014-01-22",31,1830,29.4,1844.86,0.0016,17.2
"2014-01-22",31,1835,26.05,1844.86,0.0016,18.85
"2014-01-22",31,1840,22.9,1844.86,0.0016,20.7
"2014-01-22",31,1845,20.15,1844.86,0.0016,22.7
"2014-01-22",31,1850,17.2,1844.86,0.0016,24.95
"2014-01-22",31,1855,14.65,1844.86,0.0016,27.35
"2014-01-22",31,1860,12.3,1844.86,0.0016,30.05
"2014-01-22",31,1865,10.25,1844.86,0.0016,32.95
"2014-01-22",31,1870,8.4,1844.86,0.0016,36.2
"2014-01-22",31,1875,6.8,1844.86,0.0016,39.6
"2014-01-22",31,1880,5.4,1844.86,0.0016,43.25
"2014-01-22",31,1885,4.1,1844.86,0.0016,46.8
"2014-01-22",31,1890,3.35,1844.86,0.0016,51.1
"2014-01-22",31,1895,2.55,1844.86,0.0016,55.3
"2014-01-22",31,1900,2.05,1844.86,0.0016,59.75
"2014-01-23",15,1730,98.9,1828.46,0.0018,2.475
"2014-01-23",15,1735,94.1,1828.46,0.0018,2.675
"2014-01-23",15,1740,89.3,1828.46,0.0018,2.875
"2014-01-23",15,1745,84.45,1828.46,0.0018,3.1
"2014-01-23",15,1750,79.75,1828.46,0.0018,3.4
"2014-01-23",15,1755,75.1,1828.46,0.0018,3.7
"2014-01-23",15,1760,70.4,1828.46,0.0018,4.1
"2014-01-23",15,1765,65.8,1828.46,0.0018,4.5
"2014-01-23",15,1770,61.3,1828.46,0.0018,4.95
"2014-01-23",15,1775,56.85,1828.46,0.0018,5.5
"2014-01-23",15,1780,52.45,1828.46,0.0018,6.1
"2014-01-23",15,1785,48.15,1828.46,0.0018,6.8
"2014-01-23",15,1790,44,1828.46,0.0018,7.6
"2014-01-23",15,1795,39.85,1828.46,0.0018,8.45
"2014-01-23",15,1800,35.85,1828.46,0.0018,9.45
"2014-01-23",15,1805,31.95,1828.46,0.0018,10.65
"2014-01-23",15,1810,28.4,1828.46,0.0018,11.9
"2014-01-23",15,1815,24.7,1828.46,0.0018,13.35
"2014-01-23",15,1820,21.5,1828.46,0.0018,15.1
"2014-01-23",15,1825,18.4,1828.46,0.0018,16.95
"2014-01-23",15,1830,15.45,1828.46,0.0018,19.15
"2014-01-23",15,1835,12.9,1828.46,0.0018,21.45
"2014-01-23",15,1840,10.4,1828.46,0.0018,24
"2014-01-23",15,1845,8.35,1828.46,0.0018,26.85
"2014-01-23",15,1850,6.5,1828.46,0.0018,29.9
"2014-01-23",15,1855,4.95,1828.46,0.0018,33.35
"2014-01-23",15,1860,3.7,1828.46,0.0018,37.1
"2014-01-23",15,1865,2.675,1828.46,0.0018,41.1
"2014-01-23",15,1870,1.925,1828.46,0.0018,45.35
"2014-01-23",36,1735,96.05,1828.46,0.0016,7.45
"2014-01-23",36,1740,91.55,1828.46,0.0016,7.95
"2014-01-23",36,1745,87.05,1828.46,0.0016,8.45
"2014-01-23",36,1750,82.6,1828.46,0.0016,9.05
"2014-01-23",36,1755,78.35,1828.46,0.0016,9.75
"2014-01-23",36,1760,74.05,1828.46,0.0016,10.45
"2014-01-23",36,1765,69.75,1828.46,0.0016,11.15
"2014-01-23",36,1770,65.55,1828.46,0.0016,11.95
"2014-01-23",36,1775,61.45,1828.46,0.0016,12.85
"2014-01-23",36,1780,57.35,1828.46,0.0016,13.8
"2014-01-23",36,1785,53.4,1828.46,0.0016,14.85
"2014-01-23",36,1790,49.45,1828.46,0.0016,15.95
"2014-01-23",36,1795,45.65,1828.46,0.0016,17.2
"2014-01-23",36,1800,41.95,1828.46,0.0016,18.5
"2014-01-23",36,1805,38.35,1828.46,0.0016,19.95
"2014-01-23",36,1810,34.9,1828.46,0.0016,21.45
"2014-01-23",36,1815,31.75,1828.46,0.0016,23.1
"2014-01-23",36,1820,28.55,1828.46,0.0016,24.95
"2014-01-23",36,1825,25.55,1828.46,0.0016,27
"2014-01-23",36,1830,22.7,1828.46,0.0016,29.05
"2014-01-23",36,1835,20,1828.46,0.0016,31.4
"2014-01-23",36,1840,17.45,1828.46,0.0016,33.85
"2014-01-23",36,1845,15.1,1828.46,0.0016,36.5
"2014-01-23",36,1850,12.95,1828.46,0.0016,39.4
"2014-01-23",36,1855,11.05,1828.46,0.0016,42.4
"2014-01-23",36,1860,9.25,1828.46,0.0016,45.7
"2014-01-23",36,1865,7.75,1828.46,0.0016,49.1
"2014-01-23",36,1870,6.35,1828.46,0.0016,52.7
"2014-01-23",36,1875,5.2,1828.46,0.0016,56.55
"2014-01-23",36,1880,4.2,1828.46,0.0016,60.55
"2014-01-23",36,1885,3.4,1828.46,0.0016,64.9
"2014-01-23",36,1890,2.675,1828.46,0.0016,69.2
"2014-01-23",36,1895,2.15,1828.46,0.0016,73.75
"2014-01-23",36,1900,1.675,1828.46,0.0016,78.3
"2014-01-24",14,1700,96.6,1790.29,0.0017,5.2
"2014-01-24",14,1705,91.8,1790.29,0.0017,5.5
"2014-01-24",14,1710,87.2,1790.29,0.0017,5.9
"2014-01-24",14,1715,82.35,1790.29,0.0017,6.3
"2014-01-24",14,1720,77.85,1790.29,0.0017,6.8
"2014-01-24",14,1725,73.35,1790.29,0.0017,7.3
"2014-01-24",14,1730,68.9,1790.29,0.0017,7.9
"2014-01-24",14,1735,64.55,1790.29,0.0017,8.55
"2014-01-24",14,1740,60.25,1790.29,0.0017,9.25
"2014-01-24",14,1745,56,1790.29,0.0017,10
"2014-01-24",14,1750,51.9,1790.29,0.0017,10.95
"2014-01-24",14,1755,47.85,1790.29,0.0017,11.8
"2014-01-24",14,1760,43.95,1790.29,0.0017,12.9
"2014-01-24",14,1765,40.15,1790.29,0.0017,14.05
"2014-01-24",14,1770,36.45,1790.29,0.0017,15.4
"2014-01-24",14,1775,32.85,1790.29,0.0017,16.75
"2014-01-24",14,1780,29.4,1790.29,0.0017,18.3
"2014-01-24",14,1785,26.05,1790.29,0.0017,20
"2014-01-24",14,1790,23,1790.29,0.0017,21.95
"2014-01-24",14,1795,20.05,1790.29,0.0017,23.55
"2014-01-24",14,1800,17.1,1790.29,0.0017,25.75
"2014-01-24",14,1805,14.45,1790.29,0.0017,28.3
"2014-01-24",14,1810,12.15,1790.29,0.0017,31
"2014-01-24",14,1815,9.95,1790.29,0.0017,33.9
"2014-01-24",14,1820,8.1,1790.29,0.0017,37.2
"2014-01-24",14,1825,6.45,1790.29,0.0017,40.4
"2014-01-24",14,1830,5.15,1790.29,0.0017,44.1
"2014-01-24",14,1835,3.95,1790.29,0.0017,48
"2014-01-24",14,1840,3.1,1790.29,0.0017,51.95
"2014-01-24",14,1845,2.25,1790.29,0.0017,56.25
"2014-01-24",14,1850,1.675,1790.29,0.0017,60.75
"2014-01-24",35,1700,99.6,1790.29,0.0017,11.25
"2014-01-24",35,1705,95.2,1790.29,0.0017,11.95
"2014-01-24",35,1710,90.9,1790.29,0.0017,12.55
"2014-01-24",35,1715,86.6,1790.29,0.0017,13.25
"2014-01-24",35,1720,82.35,1790.29,0.0017,14
"2014-01-24",35,1725,78.15,1790.29,0.0017,14.8
"2014-01-24",35,1730,74.05,1790.29,0.0017,15.7
"2014-01-24",35,1735,70,1790.29,0.0017,16.75
"2014-01-24",35,1740,66,1790.29,0.0017,17.55
"2014-01-24",35,1745,62.05,1790.29,0.0017,18.65
"2014-01-24",35,1750,58.2,1790.29,0.0017,19.8
"2014-01-24",35,1755,54.4,1790.29,0.0017,21
"2014-01-24",35,1760,50.7,1790.29,0.0017,22.35
"2014-01-24",35,1765,47.15,1790.29,0.0017,23.7
"2014-01-24",35,1770,43.6,1790.29,0.0017,25.25
"2014-01-24",35,1775,40.25,1790.29,0.0017,26.85
